Location,Minimum,Average,Maximum
Albania,11.1597,11.1597,11.1597,1
Aulnoye-Aymeries,50.2047,50.2047,50.2047,1
Sidi Ifni,29.3833,29.3833,29.3833,1
Tauberbischofsheim,49.6225,49.6225,49.6225,1
Kishtwār,33.3135,33.3135,33.3135,1
Kearsley,53.53,53.53,53.53,1
Nainijor,25.6811,25.6811,25.6811,1
Ubaporanga,-19.635,-19.635,-19.635,1
Gräfenhainichen,51.7167,51.7167,51.7167,1
Diriamba,11.8564,11.8564,11.8564,1
Kilsyth,55.98,55.98,55.98,1
Paracuaro,19.1464,19.1464,19.1464,1
Maribor,46.5575,46.5575,46.5575,1
Mont-Organisé,19.4,19.4,19.4,1
Des Plaines,42.0345,42.0345,42.0345,1
San Narciso,13.5677,14.2922,15.0167,2
Chacabuco,-34.6333,-34.6333,-34.6333,1
Jagraon,30.78,30.78,30.78,1
Tnine Lgharbia,32.5719,32.5719,32.5719,1
Murtosa,40.7333,40.7333,40.7333,1
Carmen de Carupa,5.3503,5.3503,5.3503,1
Asamankese,5.8667,5.8667,5.8667,1
Queenstown,-42.0667,-36.98335,-31.9,2
Donsol,12.9083,12.9083,12.9083,1
Cegléd,47.1743,47.1743,47.1743,1
Rathfarnham,53.2988,53.2988,53.2988,1
Scionzier,46.0572,46.0572,46.0572,1
Buton,4.217,4.217,4.217,1
Mayate,32.2667,32.2667,32.2667,1
Néa Moudaniá,40.2386,40.2386,40.2386,1
Marhanets,47.648,47.648,47.648,1
Marantao,7.95,7.95,7.95,1
Tanjay,9.5167,9.5167,9.5167,1
Aţ Ţūr,28.2417,28.2417,28.2417,1
North Saanich,48.6142,48.6142,48.6142,1
Altötting,48.2267,48.2267,48.2267,1
Shuixi,22.5111,22.5111,22.5111,1
Kamisato,36.2516,36.2516,36.2516,1
Navarro,-35.0167,-35.0167,-35.0167,1
Urrugne,43.3622,43.3622,43.3622,1
Mocha,13.3203,13.3203,13.3203,1
Ban,-8.2333,-8.2333,-8.2333,1
Moche,-8.1706,-8.1706,-8.1706,1
Bam,29.1061,29.1061,29.1061,1
Pike Creek Valley,39.7294,39.7294,39.7294,1
Langerwehe,50.8167,50.8167,50.8167,1
Cunha,-23.0744,-23.0744,-23.0744,1
Bar,42.1,45.58905,49.0781,2
Baixo Guandu,-19.5189,-19.5189,-19.5189,1
San Francisco Libre,12.5061,12.5061,12.5061,1
Swedru,5.5306,5.5306,5.5306,1
Bay,14.1833,14.1833,14.1833,1
Zandhoven,51.2167,51.2167,51.2167,1
Ibiraci,-20.4619,-20.4619,-20.4619,1
Waggaman,29.9373,29.9373,29.9373,1
Qrendi,35.8342,35.8342,35.8342,1
Sāgar,14.1667,15.395801,16.6249,2
Gasparillo,10.3167,10.3167,10.3167,1
Shchuchye,55.2167,55.2167,55.2167,1
Ibanda,-0.1347,-0.1347,-0.1347,1
Huntersville,35.406,35.406,35.406,1
Sagarejo,41.7333,41.7333,41.7333,1
Gobardhanpur Kanāp,25.0682,25.0682,25.0682,1
Sol’-Iletsk,51.1667,51.1667,51.1667,1
Konakondla,15.1053,15.1053,15.1053,1
Kasaishi,37.2528,37.2528,37.2528,1
Qiloane,-29.3625,-29.3625,-29.3625,1
Tapejara,-28.0678,-25.9003,-23.7328,2
Abingdon,51.667,51.667,51.667,1
Digboi,27.3932,27.3932,27.3932,1
Hajeb el Aïoun,35.39,35.39,35.39,1
Hokuei,35.4833,35.4833,35.4833,1
Lingig,8.0381,8.0381,8.0381,1
Shchuchyn,53.6167,53.6167,53.6167,1
Rangāpuram,15.4092,15.4092,15.4092,1
Chiang Klang,19.293,19.293,19.293,1
Bandipura,34.4225,34.4225,34.4225,1
Velair,18.0071,18.0071,18.0071,1
Sānwas,25.1795,25.1795,25.1795,1
Haverstraw,41.2055,41.2055,41.2055,1
Misawa,40.6831,40.6831,40.6831,1
Duas Barras,-22.0508,-22.0508,-22.0508,1
Al Khmissat,33.8167,33.8167,33.8167,1
Kadoli,15.88,15.88,15.88,1
Ismaning,48.2264,48.2264,48.2264,1
Whitwick,52.7403,52.7403,52.7403,1
Landgraaf,50.9083,50.9083,50.9083,1
North Huntingdon,40.3294,40.3294,40.3294,1
Chợ Phước Hải,10.4283,10.4283,10.4283,1
Vilhena,-12.7406,-12.7406,-12.7406,1
Berkane,34.9167,34.9167,34.9167,1
Cabo Bojador,26.1333,26.1333,26.1333,1
Yozyovon,40.6619,40.6619,40.6619,1
Taiynsha,53.8478,53.8478,53.8478,1
Kadoma,-18.34,8.19665,34.7333,2
Filottrano,43.4333,43.4333,43.4333,1
Melsungen,51.1333,51.1333,51.1333,1
Maitum,6.0333,6.0333,6.0333,1
Adrasmon,40.6486,40.6486,40.6486,1
Semera,11.7922,11.7922,11.7922,1
Dawson Creek,55.7606,55.7606,55.7606,1
Kikube,1.3328,1.3328,1.3328,1
Nossa Senhora da Glória,-10.2178,-10.2178,-10.2178,1
Kailāshahar,24.33,24.33,24.33,1
Capão do Leão,-31.7628,-31.7628,-31.7628,1
Miahuatlán,18.2833,18.425,18.5667,2
Einbeck,51.8167,51.8167,51.8167,1
Bennane,35.6833,35.6833,35.6833,1
Al Badārī,26.9925,26.9925,26.9925,1
Misato,35.8301,37.945366,39.4616,3
Bilthoven,52.1283,52.1283,52.1283,1
Ben,32.5444,32.5444,32.5444,1
Cedar City,37.6834,37.6834,37.6834,1
Peachtree City,33.3942,33.3942,33.3942,1
Alto Araguaia,-17.315,-17.315,-17.315,1
Tullukuttināyakkanūr,9.8149,9.8149,9.8149,1
Sidi Taibi,34.1917,34.1917,34.1917,1
Seberi,-27.4778,-27.4778,-27.4778,1
Teseney,15.11,15.11,15.11,1
Uspantán,15.3458,15.3458,15.3458,1
Beandrarezona,-14.4833,-14.4833,-14.4833,1
Heath,32.8439,36.434,40.0241,2
Puerto Morelos,20.8536,20.8536,20.8536,1
Lugoff,34.2113,34.2113,34.2113,1
Lakkavaram,17.0628,17.0628,17.0628,1
Hinda,-4.6133,-4.6133,-4.6133,1
Snihurivka,47.0708,47.0708,47.0708,1
Kochkor,42.2158,42.2158,42.2158,1
Guagua,14.9667,14.9667,14.9667,1
Labo,14.1561,14.1561,14.1561,1
Malhada,-14.3358,-14.3358,-14.3358,1
Camoapa,12.3842,12.3842,12.3842,1
Foothill Farms,38.6867,38.6867,38.6867,1
Chinna Gollapālem,16.3701,16.3701,16.3701,1
Xixucun,36.694,36.694,36.694,1
Ambohitsimanova,-19.95,-19.95,-19.95,1
Bač,45.3833,45.3833,45.3833,1
Għajnsielem,36.0269,36.0269,36.0269,1
Zawyat Sidi al Mekki,33.212,33.212,33.212,1
Kalasin,16.4342,16.4342,16.4342,1
Lingen,52.5231,52.5231,52.5231,1
Ziracuaretiro,19.4189,19.4189,19.4189,1
Aḑ Ḑab‘ah,31.0338,31.0338,31.0338,1
Irati,-25.4669,-25.4669,-25.4669,1
Pelaya,8.6833,8.6833,8.6833,1
Grand Bourg,-34.4833,-34.4833,-34.4833,1
Nūtakki,16.4139,16.4139,16.4139,1
World Golf Village,29.9654,29.9654,29.9654,1
El Oued,33.3683,33.3683,33.3683,1
Bryn Mawr-Skyway,47.4949,47.4949,47.4949,1
Lwakhakha,0.7967,0.7967,0.7967,1
Brooks,50.5642,50.5642,50.5642,1
Sibundoy,1.2033,1.2033,1.2033,1
Gorišnica,46.4122,46.4122,46.4122,1
Kōshū,35.7043,35.7043,35.7043,1
Tahannawt,31.3514,31.3514,31.3514,1
Regen,48.9667,48.9667,48.9667,1
Ennis,32.3254,42.58585,52.8463,2
Glenn Dale,38.9833,38.9833,38.9833,1
Vitória do Mearim,-3.4619,-3.4619,-3.4619,1
San Juanito de Escobedo,20.8,20.8,20.8,1
Obersiggenthal,47.4869,47.4869,47.4869,1
Progress Village,27.8831,27.8831,27.8831,1
Haslemere,51.09,51.09,51.09,1
Te Anau,-45.4167,-45.4167,-45.4167,1
Piên,-26.0978,-26.0978,-26.0978,1
Paravāda,17.6283,17.6283,17.6283,1
Gibsonville,36.0993,36.0993,36.0993,1
Mondragon,12.5167,12.5167,12.5167,1
Rāwatbhāta,24.93,24.93,24.93,1
Priverno,41.4667,41.4667,41.4667,1
Cheung Chau,22.2106,22.2106,22.2106,1
Sattenapalle,16.3962,16.3962,16.3962,1
Chinnāmpālaiyam,10.6604,10.6604,10.6604,1
Sartrouville,48.9372,48.9372,48.9372,1
Chernogolovka,56.0,56.0,56.0,1
Motala,58.5333,58.5333,58.5333,1
Pottstown,40.2508,40.2508,40.2508,1
Salvaterra de Magos,39.0167,39.0167,39.0167,1
Machchand,26.3241,26.3241,26.3241,1
Ter Apel,52.8756,52.8756,52.8756,1
Saint-Laurent-de-la-Salanque,42.7736,42.7736,42.7736,1
Binondo,14.6,14.6,14.6,1
Irará,-12.05,-12.05,-12.05,1
Bayou Cane,29.6243,29.6243,29.6243,1
Inkster,42.2935,42.2935,42.2935,1
Huixtán,16.6833,16.6833,16.6833,1
Buluko,-0.757,-0.757,-0.757,1
Numto,63.6667,63.6667,63.6667,1
Palisades Park,40.8472,40.8472,40.8472,1
Doctor Mora,21.1425,21.1425,21.1425,1
Machakos,-1.5167,-1.5167,-1.5167,1
Chinna Mushidivāda,17.8057,17.8057,17.8057,1
Capitola,36.9773,36.9773,36.9773,1
Makedonska Kamenica,42.0208,42.0208,42.0208,1
Rāman,29.9504,29.9504,29.9504,1
Penacova,40.2706,40.2706,40.2706,1
Broome,-17.9619,-17.9619,-17.9619,1
Yverdon-les-Bains,46.7785,46.7785,46.7785,1
Quţūr,30.9735,30.9735,30.9735,1
Warminster,40.2043,45.70465,51.205,2
James Island,32.7353,32.7353,32.7353,1
Monsefú,-6.8778,-6.8778,-6.8778,1
Betsukai,43.3938,43.3938,43.3938,1
Madisonville,37.3409,37.3409,37.3409,1
Antardipa,24.6442,24.6442,24.6442,1
Sa Kaeo,13.8206,13.8206,13.8206,1
Olivenza,38.6858,38.6858,38.6858,1
Waldheim,51.0667,51.0667,51.0667,1
Keşlə,40.3978,40.3978,40.3978,1
Parksville,49.315,49.315,49.315,1
Stony Point,41.2593,41.2593,41.2593,1
Hathwān,25.6672,25.6672,25.6672,1
Salzwedel,52.85,52.85,52.85,1
Roşiori de Vede,44.1114,44.1114,44.1114,1
Caravaggio,45.4978,45.4978,45.4978,1
Sariwŏn-si,38.5242,38.5242,38.5242,1
Tigoa,-11.5583,-11.5583,-11.5583,1
Lage,51.9889,51.9889,51.9889,1
Chipata,-13.6453,-13.6453,-13.6453,1
Pechea,45.6333,45.6333,45.6333,1
Druskininkai,54.0167,54.0167,54.0167,1
South El Monte,34.0493,34.0493,34.0493,1
Eiði,62.2995,62.2995,62.2995,1
Jonnagiri,15.2303,15.2303,15.2303,1
Gyêgu,33.0166,33.0166,33.0166,1
Cupar,56.32,56.32,56.32,1
Streatham,51.4279,51.4279,51.4279,1
Buluan,6.7154,6.7154,6.7154,1
Florida,-36.8167,-10.3687,21.5294,6
Renfrew,55.878,55.878,55.878,1
Sarmera,25.2564,25.2564,25.2564,1
Beşikdüzü,41.0494,41.0494,41.0494,1
Maria Enzersdorf,48.1,48.1,48.1,1
Sesto San Giovanni,45.5333,45.5333,45.5333,1
Qalādizay,36.1833,36.1833,36.1833,1
Campolongo Maggiore,45.3333,45.3333,45.3333,1
Manglaur,29.8,29.8,29.8,1
Labé,11.3167,11.3167,11.3167,1
Madhupur,24.26,24.26,24.26,1
Bahābād,31.8719,31.8719,31.8719,1
Gueznaia,35.72,35.72,35.72,1
Santa Comba Dão,40.4,40.4,40.4,1
Zurbāţīyah,33.15,33.15,33.15,1
Oyten,53.0611,53.0611,53.0611,1
Powder Springs,33.8659,33.8659,33.8659,1
Konan,35.0,35.0,35.0,1
Kortemark,51.0286,51.0286,51.0286,1
Korāput,18.812,18.812,18.812,1
Vangaindrano,-23.35,-23.35,-23.35,1
Trogir,43.5169,43.5169,43.5169,1
Takasagochō-takasemachi,34.7667,34.7667,34.7667,1
Soccorro,14.6179,14.6179,14.6179,1
Mihama,34.7789,34.7789,34.7789,1
Alto Rio Doce,-21.0258,-21.0258,-21.0258,1
Abū Qīr,31.3167,31.3167,31.3167,1
Ngou,5.2,5.2,5.2,1
Yādavolu,17.0619,17.0619,17.0619,1
Sertãozinho,-21.1381,-21.1381,-21.1381,1
Turiaçu,-1.6628,-1.6628,-1.6628,1
Dalaguete,9.7612,9.7612,9.7612,1
Conceição da Aparecida,-21.0939,-21.0939,-21.0939,1
Mahonda,-5.9897,-5.9897,-5.9897,1
Manbij,36.5275,36.5275,36.5275,1
Bayanaūyl,50.7889,50.7889,50.7889,1
Angelópolis,6.1333,6.1333,6.1333,1
Colíder,-10.8128,-10.8128,-10.8128,1
Gornalwood,52.523,52.523,52.523,1
Novokuybyshevsk,53.1,53.1,53.1,1
Ghattu,13.6602,13.6602,13.6602,1
Krishnamsettipalle,15.3695,15.3695,15.3695,1
Pāvugada,14.1,14.1,14.1,1
Urucará,-2.5358,-2.5358,-2.5358,1
Itoman,26.1236,26.1236,26.1236,1
Kralupy nad Vltavou,50.2411,50.2411,50.2411,1
Ambinanisakana,-16.95,-16.95,-16.95,1
Gavirate,45.85,45.85,45.85,1
Cachipay,4.7308,4.7308,4.7308,1
Nikolsk,53.7167,53.7167,53.7167,1
Peterhead,57.5091,57.5091,57.5091,1
Tiltil,-33.0817,-33.0817,-33.0817,1
Buved,37.5833,37.5833,37.5833,1
Claymont,39.8032,39.8032,39.8032,1
Carlos Casares,-35.6167,-35.6167,-35.6167,1
Bol,13.46,13.46,13.46,1
Zambrów,52.9833,52.9833,52.9833,1
Salerno,40.6806,40.6806,40.6806,1
San Jacinto de Buena Fe,-0.8986,-0.8986,-0.8986,1
Mutis,6.2167,6.2167,6.2167,1
Yumbo,3.585,3.585,3.585,1
Boo,59.3167,59.3167,59.3167,1
São João do Piauí,-8.3578,-8.3578,-8.3578,1
Bor,37.8833,46.1212,56.35,3
Laja,-37.2667,-37.2667,-37.2667,1
Olmué,-32.9953,-32.9953,-32.9953,1
Yumbe,3.465,3.465,3.465,1
Shankarpalli,17.4523,17.4523,17.4523,1
Maryville,35.7468,38.0448,40.3428,2
Mutia,8.4176,8.4176,8.4176,1
Léré,9.77,12.74085,15.7117,2
Laje,-13.1819,-13.1819,-13.1819,1
Edmonton,51.6154,51.6154,51.6154,1
Degollado,20.4667,20.4667,20.4667,1
Carás,-9.0472,-9.0472,-9.0472,1
Phulhara,25.8937,25.8937,25.8937,1
Jupiter Farms,26.9222,26.9222,26.9222,1
Herzele,50.8833,50.8833,50.8833,1
Baynāla,22.5277,22.5277,22.5277,1
Siegburg,50.8014,50.8014,50.8014,1
Māyamānkurichchi,8.8855,8.8855,8.8855,1
Wall,40.1674,40.1674,40.1674,1
Focşani,45.7,45.7,45.7,1
Tachov,49.7954,49.7954,49.7954,1
Oytal,42.9153,42.9153,42.9153,1
Stainz,46.8942,46.8942,46.8942,1
Điện Biên Phủ,21.3833,21.3833,21.3833,1
Wald,47.2753,47.2753,47.2753,1
Chiva,39.4714,39.4714,39.4714,1
Texistepec,17.9,17.9,17.9,1
Santa Cruz Cabrália,-16.2778,-16.2778,-16.2778,1
Västervik,57.75,57.75,57.75,1
Guymon,36.6903,36.6903,36.6903,1
Orillia,44.6,44.6,44.6,1
Pompton Lakes,41.0024,41.0024,41.0024,1
Lami,-18.1167,-18.1167,-18.1167,1
Igbanke,6.3869,6.3869,6.3869,1
Sveti Ivan Zelina,45.9596,45.9596,45.9596,1
Maibara,35.3167,35.3167,35.3167,1
Lamu,-2.2694,-2.2694,-2.2694,1
Usmānpur,24.9218,25.13525,25.3487,2
Balboa Heights,8.95,8.95,8.95,1
Stains,48.95,48.95,48.95,1
Konakovo,56.7,56.7,56.7,1
Kulittalai,10.9357,10.9357,10.9357,1
Yessey,68.4652,68.4652,68.4652,1
Miharu,37.4406,37.4406,37.4406,1
Kiranomena,-18.2833,-18.2833,-18.2833,1
Burela de Cabo,43.65,43.65,43.65,1
Conil de la Frontera,36.2667,36.2667,36.2667,1
Rodgau,50.0167,50.0167,50.0167,1
Nowshera,34.0153,34.0153,34.0153,1
Tracy,37.7269,37.7269,37.7269,1
Simri,25.6405,25.9848,26.3825,4
Alice Springs,-23.7,-23.7,-23.7,1
Wake,34.8029,34.8029,34.8029,1
Lala,7.9667,7.9667,7.9667,1
Alakamisy-Ambohimahazo,-20.4,-20.4,-20.4,1
Tokkavādi,11.3702,11.3702,11.3702,1
Bra,44.7,44.7,44.7,1
Jahrom,28.5,28.5,28.5,1
Apóstoles,-27.9167,-27.9167,-27.9167,1
Pāta Kalidindi,16.5014,16.5014,16.5014,1
Blaine,45.1696,45.1696,45.1696,1
Schwanewede,53.2333,53.2333,53.2333,1
Soubakaniédougou,10.4824,10.4824,10.4824,1
Mazoe,-17.5167,-17.5167,-17.5167,1
Mihara,34.4,34.4,34.4,1
Aparecida do Taboado,-20.0869,-20.0869,-20.0869,1
Talence,44.8,44.8,44.8,1
Lalo,6.9167,6.9167,6.9167,1
Petal,31.3477,31.3477,31.3477,1
Barghāt,22.0306,22.0306,22.0306,1
Königsbach-Stein,48.9664,48.9664,48.9664,1
Eloxochitlán,18.5088,18.5088,18.5088,1
Bormujos,37.3667,37.3667,37.3667,1
Nadikūde,16.5941,16.5941,16.5941,1
Korsun-Shevchenkivskyi,49.4261,49.4261,49.4261,1
Juvignac,43.6131,43.6131,43.6131,1
Riemst,50.8089,50.8089,50.8089,1
Lokomby,-22.1833,-22.1833,-22.1833,1
Tadhwa Nandpur,26.7556,26.7556,26.7556,1
Bayona,42.1178,42.1178,42.1178,1
Olney,38.7285,38.9375,39.1465,2
Hengelo,52.2656,52.2656,52.2656,1
Ingleshwār,16.59,16.59,16.59,1
Baucau,-8.4667,-8.4667,-8.4667,1
Wani,20.0556,20.0556,20.0556,1
Nawalpur,26.9366,26.9366,26.9366,1
Chita,6.1667,20.58335,35.0,2
Laon,49.5639,49.5639,49.5639,1
Kaeng Khro,16.1086,16.1086,16.1086,1
Koprivnica,46.15,46.15,46.15,1
Creve Coeur,38.662,38.662,38.662,1
Granadero Baigorria,-32.85,-32.85,-32.85,1
Hunsūr,12.3036,12.3036,12.3036,1
Bronte,37.7833,37.7833,37.7833,1
Villafranca de los Barros,38.5667,38.5667,38.5667,1
Montefiascone,42.5333,42.5333,42.5333,1
Bacong,9.2464,9.2464,9.2464,1
Mahbūbābād,17.5973,17.5973,17.5973,1
Jiadong,22.4305,22.4305,22.4305,1
Hokuto,35.7765,38.8003,41.8241,2
Debre Zeyit,8.75,8.75,8.75,1
Lana,46.616,46.616,46.616,1
Culcheth,53.4517,53.4517,53.4517,1
Santa María de Jesús,14.4933,14.4933,14.4933,1
Chinú,9.0833,9.0833,9.0833,1
Khagaria,25.5022,25.5022,25.5022,1
Mariana,14.6194,14.6194,14.6194,1
Arauquita,7.0303,7.0303,7.0303,1
Hāthidāh Buzurg,25.3716,25.3716,25.3716,1
Grudziądz,53.4875,53.4875,53.4875,1
Dédougou,12.4667,12.4667,12.4667,1
Čitluk,43.2,43.2,43.2,1
Talcahuano,-36.7167,-36.7167,-36.7167,1
Matuga,0.4603,0.4603,0.4603,1
Bulalacao,12.3333,12.3333,12.3333,1
Água Fria,-11.8669,-11.8669,-11.8669,1
Lake City,30.1901,30.1901,30.1901,1
Bāmaur,26.339,26.339,26.339,1
Tuyên Quang,21.8167,21.8167,21.8167,1
Vardenis,40.1806,40.1806,40.1806,1
Krasnyy Sulin,47.8833,47.8833,47.8833,1
Vardenik,40.1331,40.1331,40.1331,1
Bombinhas,-27.1378,-27.1378,-27.1378,1
Aqköl,52.0,52.0,52.0,1
Casilda,-33.05,-33.05,-33.05,1
Antotohazo,-18.4667,-18.4667,-18.4667,1
Konin,52.2167,52.2167,52.2167,1
Salsomaggiore Terme,44.8148,44.8148,44.8148,1
Alacuás,39.4583,39.4583,39.4583,1
Seara,-27.1489,-27.1489,-27.1489,1
Lapa,-25.77,-25.77,-25.77,1
Wexford,52.3342,52.3342,52.3342,1
Buy,58.4833,58.4833,58.4833,1
Babhantoli,26.2168,26.2168,26.2168,1
Slobozia,44.5639,45.648598,46.7333,2
Pannimadai,11.0823,11.0823,11.0823,1
Dęblin,51.5667,51.5667,51.5667,1
Khasanya,43.4333,43.4333,43.4333,1
Ala-Buka,41.4083,41.4083,41.4083,1
Tarazona de Aragón,41.9044,41.9044,41.9044,1
Cassongue,-11.8333,-11.8333,-11.8333,1
Martano,40.2,40.2,40.2,1
Fort Drum,44.045,44.045,44.045,1
Kaeng Khoi,14.5864,14.5864,14.5864,1
Vertou,47.1689,47.1689,47.1689,1
Heber,40.507,40.507,40.507,1
Quijingue,-10.7528,-10.7528,-10.7528,1
Sohāgpur,22.7,22.7,22.7,1
Kunitomi,31.9906,31.9906,31.9906,1
Chimá,9.15,9.15,9.15,1
Aix-en-Provence,43.5263,43.5263,43.5263,1
Aybastı,40.6867,40.6867,40.6867,1
Lehman,41.1518,41.1518,41.1518,1
Australia,22.4995,22.4995,22.4995,1
Provideniya,64.4235,64.4235,64.4235,1
Mutki,38.4092,38.4092,38.4092,1
Santa Clara La Laguna,14.7167,14.7167,14.7167,1
Ninheira,-15.3208,-15.3208,-15.3208,1
Bobingen,48.2667,48.2667,48.2667,1
Wakō,35.7812,35.7812,35.7812,1
Luzzi,39.45,39.45,39.45,1
Pakhtaobod,38.4667,38.4667,38.4667,1
Vinanivao,-15.8833,-15.8833,-15.8833,1
Shaker Heights,41.4744,41.4744,41.4744,1
Isla de Maipo,-33.75,-33.75,-33.75,1
Sūjāngarh,27.7,27.7,27.7,1
Gokhulāpur,26.2479,26.2479,26.2479,1
Talata Ampano,-21.55,-21.55,-21.55,1
Nakhon Phanom,17.4069,17.4069,17.4069,1
Gomparou,11.3,11.3,11.3,1
Lara,-38.0167,-38.0167,-38.0167,1
Le Pont-de-Claix,45.1231,45.1231,45.1231,1
Chino,33.9836,34.989548,35.9955,2
Boghni,36.5437,36.5437,36.5437,1
Velaux,43.5225,43.5225,43.5225,1
Goiana,-7.5608,-7.5608,-7.5608,1
Kadiyam,16.9167,16.9167,16.9167,1
Kébémer,15.3667,15.3667,15.3667,1
Trang,7.5575,7.5575,7.5575,1
Downey,33.9379,33.9379,33.9379,1
Beharona,-21.5167,-21.5167,-21.5167,1
Trani,41.2667,41.2667,41.2667,1
Barracão,-26.2539,-26.2539,-26.2539,1
Kabira,25.6897,25.6897,25.6897,1
El Dorado Hills,38.675,38.675,38.675,1
Pellezzano,40.7333,40.7333,40.7333,1
Aït Yaïch,36.5811,36.5811,36.5811,1
Kūhdasht,33.535,33.535,33.535,1
Foster City,37.5553,37.5553,37.5553,1
Mazyr,52.05,52.05,52.05,1
Ware,42.2806,47.045753,51.8109,2
Yabrūd,33.9667,33.9667,33.9667,1
High Blantyre,55.793,55.793,55.793,1
Wangyuanqiao,38.3849,38.3849,38.3849,1
Shahar Telpa,25.133,25.133,25.133,1
Verde Village,34.7119,34.7119,34.7119,1
Lauf,49.5103,49.5103,49.5103,1
Qahjāvarestān,32.7039,32.7039,32.7039,1
Livadeiá,38.4333,38.4333,38.4333,1
Ampefy,-19.0419,-19.0419,-19.0419,1
Lichtervelde,51.0333,51.0333,51.0333,1
Chelmsford,42.6,47.165,51.73,2
Kpandu,7.0,7.0,7.0,1
Bay St. Louis,30.3281,30.3281,30.3281,1
Rincão,-21.5869,-21.5869,-21.5869,1
Talipparamba,12.0368,12.0368,12.0368,1
Shāhganj,22.8467,24.451351,26.056,2
Laur,15.5797,15.5797,15.5797,1
Dengjiazhuang,37.7051,37.7051,37.7051,1
Camp Springs,38.8052,38.8052,38.8052,1
Caldicot,51.591,51.591,51.591,1
Chini,23.3916,23.3916,23.3916,1
Chili,43.0845,43.0845,43.0845,1
Meekatharra,-26.5931,-26.5931,-26.5931,1
Allschwil,47.55,47.55,47.55,1
South Plainfield,40.5748,40.5748,40.5748,1
Amoucha,36.388,36.388,36.388,1
Fröndenberg,51.4719,51.4719,51.4719,1
Villeneuve-Loubet,43.6581,43.6581,43.6581,1
Perāvūrani,10.3,10.3,10.3,1
Lata,-10.7167,-10.7167,-10.7167,1
Rathenow,52.6,52.6,52.6,1
Horquetas,10.3195,10.3195,10.3195,1
Āmta,22.5834,22.5834,22.5834,1
Sayula de Alemán,17.8833,17.8833,17.8833,1
Groveland,28.6098,28.6098,28.6098,1
Macenta,8.5504,8.5504,8.5504,1
Kamisu,35.8899,35.8899,35.8899,1
Palmeira das Missões,-27.8989,-27.8989,-27.8989,1
Rüti,47.2667,47.2667,47.2667,1
Taguaí,-23.4519,-23.4519,-23.4519,1
Beantake,-23.8,-23.8,-23.8,1
Taxisco,14.0716,14.0716,14.0716,1
Kalwākurti,16.65,16.65,16.65,1
Hebli,15.4858,15.4858,15.4858,1
Petushki,55.9333,55.9333,55.9333,1
Inazawa,35.2647,35.2647,35.2647,1
Cirkulane,46.3436,46.3436,46.3436,1
Joubb Jannîne,33.6333,33.6333,33.6333,1
Picasent,39.3611,39.3611,39.3611,1
Montelupo Fiorentino,43.7333,43.7333,43.7333,1
São José do Rio Preto,-22.1508,-22.1508,-22.1508,1
Alaçam,41.61,41.61,41.61,1
Izkī,22.9339,22.9339,22.9339,1
Ban Lao Yao,18.3667,18.3667,18.3667,1
Onverwacht,5.5931,5.5931,5.5931,1
La Primavera,5.4906,5.4906,5.4906,1
Villers-lès-Nancy,48.6731,48.6731,48.6731,1
East Liverpool,40.6333,40.6333,40.6333,1
Zentsujichó,34.2167,34.2167,34.2167,1
Giddarbāha,30.2,30.2,30.2,1
Fruita,39.1548,39.1548,39.1548,1
Irbit,57.6667,57.6667,57.6667,1
Kōka,34.9667,34.9667,34.9667,1
Enez,40.7333,40.7333,40.7333,1
View Royal,48.4517,48.4517,48.4517,1
Lumbreras,37.5633,37.5633,37.5633,1
North Lakes,61.6191,61.6191,61.6191,1
Vilkaviškis,54.65,54.65,54.65,1
Calexico,32.6849,32.6849,32.6849,1
Ende,-8.8333,-8.8333,-8.8333,1
Ousseltia,35.84,35.84,35.84,1
De Bilt,52.1167,52.1167,52.1167,1
Livramento de Nossa Senhora,-13.6428,-13.6428,-13.6428,1
Cinisello Balsamo,45.55,45.55,45.55,1
Douzhuang,39.4323,39.4323,39.4323,1
Jem’at Oulad ’Abbou,33.1156,33.1156,33.1156,1
Bolsover,53.2304,53.2304,53.2304,1
Morpeth,55.1675,55.1675,55.1675,1
Tarusa,54.7333,54.7333,54.7333,1
Gulgam,34.55,34.55,34.55,1
Chesterfield,38.6589,44.003765,53.2358,3
Kamina,-8.7386,-8.7386,-8.7386,1
Capo d’Orlando,38.15,38.15,38.15,1
Takamori,35.5138,35.5138,35.5138,1
Tarumã,-22.7469,-22.7469,-22.7469,1
Manakana,-19.8167,-19.8167,-19.8167,1
Sandvika,59.8833,59.8833,59.8833,1
Barwāh,22.2539,22.2539,22.2539,1
Pingxiangcheng,36.9819,36.9819,36.9819,1
Eastham,53.313,53.313,53.313,1
Shāhgarh,24.3137,24.3137,24.3137,1
Chalon-sur-Saône,46.7806,46.7806,46.7806,1
São Jorge d’Oeste,-25.7058,-25.7058,-25.7058,1
Mantes-la-Jolie,48.9908,48.9908,48.9908,1
Cham,49.2167,49.2167,49.2167,1
King’s Lynn,52.754,52.754,52.754,1
Ambohimitombo,-20.7167,-20.7167,-20.7167,1
Écija,37.5333,37.5333,37.5333,1
Ipuiúna,-22.0989,-22.0989,-22.0989,1
Petua,22.4143,22.4143,22.4143,1
Créteil,48.7911,48.7911,48.7911,1
Barwān,23.9409,23.9409,23.9409,1
Kohīr,17.6,17.6,17.6,1
Akat Amnuai,17.5898,17.5898,17.5898,1
Sasagawa,37.2865,37.2865,37.2865,1
